SH.STA.MMRT.NE
8.0
9.0
11.0
12.0
11.0
10.0
13.0
9.0
9.0
12.0
9.0
12.0
9.0
11.0
9.0
5.0
4.0
9.0
9.0
10.0
10.0
11.0
11.0
10.0
9.0
8.0
8.0
8.0
6.0
8.0
3.0
5.0
4.0
1.0
3.0
6.0
1.0
2.0
0.0
4.0
0.0
6.0
0.0
1.0
2.0
3.0
0.0
3.0
2.0
0.0
4.0
6.0
4.0
1.0
0.0
4.0
5.0
10.0
5.0
4.0
11.0
8.0
10.0
10.0
2.0
10.0
6.0
11.0
2.0
9.0
7.0
7.0
9.0
14.0
7.0
14.0
9.0
9.0
7.0
3.0
3.0
3.0
27.0
15.0
14.0
17.0
21.0
13.0
10.0
10.0
15.0
11.0
20.0
6.0
10.0
5.0
8.0
7.0
4.0
18.0
18.0
15.0
10.0
10.0
14.0
7.0
6.0
12.0
5.0
3.0
2.0
4.0
8.0
4.0
0.0
2.0
0.0
6.0
6.0
4.0
2.0
2.0
5.0
8.0
0.0
2.0
0.0
3.0
4.0
3.0
3.0
4.0
1.0
1.0
0.0
22.0
0.0
0.0
0.0
0.0
0.0
9.0
6.0
3.0
5.0
7.0
6.0
6.0
8.0
10.0
9.0
7.0
4.0
7.0
5.0
2.0
4.0
8.0
5.0
5.0
3.0
4.0
1.0
6.0
5.0
3.0
4.0
2.0
8.0
5.0
4.0
5.0
9.0
5.0
7.0
4.0
4.0
3.0
4.0
3.0
3.0
3.0
2.0
3.0
2.0
2.0
3.0
2.0
2.0
2.0
2.0
3.0
16.0
13.0
12.0
9.0
10.0
9.0
9.0
6.0
7.0
6.0
7.0
6.0
7.0
7.0
7.0
4.0
5.0
3.0
4.0
4.0
16.0
15.0
10.0
10.0
9.0
13.0
14.0
13.0
13.0
12.0
10.0
13.0
11.0
13.0
12.0
12.0
11.0
12.0
10.0
9.0
16.0
19.0
12.0
11.0
8.0
23.0
28.0
23.0
29.0
21.0
22.0
15.0
16.0
12.0
15.0
14.0
9.0
12.0
19.0
3.0
16.0
6.0
10.0
6.0
6.0
9.0
6.0
3.0
10.0
0.0
0.0
23.0
0.0
0.0
21.0
0.0
0.0
19.0
18.0
0.0
0.0
18.0
19.0
0.0
0.0
19.0
19.0
0.0
18.0
18.0
17.0
0.0
17.0
0.0
0.0
0.0
34.0
30.0
58.0
32.0
28.0
21.0
18.0
39.0
41.0
41.0
26.0
25.0
5.0
14.0
9.0
5.0
27.0
9.0
18.0
0.0
10.0
57.0
71.0
69.0
62.0
61.0
58.0
52.0
58.0
60.0
54.0
53.0
59.0
58.0
55.0
53.0
55.0
53.0
53.0
48.0
52.0
43.0
42.0
41.0
37.0
38.0
34.0
0.0
0.0
0.0
0.0
19.0
0.0
19.0
0.0
20.0
0.0
22.0
0.0
47.0
0.0
0.0
0.0
0.0
0.0
26.0
25.0
0.0
0.0
0.0
8.0
8.0
10.0
8.0
6.0
7.0
14.0
5.0
11.0
16.0
9.0
16.0
16.0
17.0
12.0
17.0
9.0
13.0
8.0
9.0
2.0
3.0
3.0
3.0
3.0
2.0
4.0
5.0
3.0
8.0
7.0
3.0
0.0
7.0
2.0
7.0
9.0
3.0
5.0
12.0
0.0
3.0
9.0
7.0
5.0
5.0
5.0
0.0
3.0
3.0
0.0
0.0
13.0
19.0
13.0
18.0
11.0
7.0
9.0
21.0
7.0
3.0
7.0
5.0
5.0
7.0
9.0
5.0
14.0
7.0
7.0
8.0
13.0
14.0
8.0
17.0
8.0
11.0
11.0
13.0
10.0
13.0
15.0
11.0
10.0
12.0
13.0
9.0
11.0
11.0
9.0
5.0
5.0
3.0
5.0
4.0
5.0
3.0
3.0
5.0
2.0
2.0
1.0
2.0
2.0
2.0
9.0
9.0
12.0
7.0
10.0
11.0
10.0
6.0
9.0
5.0
5.0
3.0
12.0
10.0
6.0
6.0
6.0
4.0
7.0
8.0
5.0
4.0
6.0
7.0
7.0
7.0
132.0
157.0
165.0
82.0
61.0
56.0
51.0
47.0
41.0
43.0
45.0
35.0
35.0
22.0
24.0
17.0
15.0
21.0
24.0
14.0
4.0
8.0
4.0
7.0
16.0
8.0
8.0
4.0
2.0
9.0
4.0
0.0
4.0
0.0
0.0
6.0
1.0
13.0
5.0
2.0
2.0
11.0
4.0
6.0
4.0
4.0
12.0
0.0
4.0
2.0
4.0
2.0
7.0
5.0
11.0
4.0
12.0
4.0
9.0
5.0
5.0
0.0
5.0
16.0
11.0
0.0
11.0
23.0
0.0
9.0
0.0
5.0
5.0
5.0
5.0
3.0
5.0
6.0
5.0
5.0
2.0
1.0
4.0
5.0
3.0
1.0
3.0
57.0
23.0
21.0
20.0
18.0
29.0
32.0
18.0
17.0
16.0
7.0
7.0
9.0
8.0
8.0
8.0
8.0
7.0
7.0
12.0
13.0
13.0
12.0
14.0
13.0
14.0
13.0
14.0
15.0
14.0
18.0
